key_id,mid,uname,sex,birthday,fans,friend,attention,sign,cur_level,pid,p_name,nid,n_name,n_level,n_condition,official_role,official_title,official_desc,official_type,official_veri_type,official_veri_desc,vip_type,vip_status,archive_count,article_count,follower,like_num
1,536913550,意识星球住民BeAware,保密,,15792,1,1,Clean & Clear...,4,0,,0,,,,0,,,-1,-1,,0,0,199,0,15792,47477
2,405007525,Margarita绘画,女,,285645,6,6,水粉笔，水彩笔，毛笔，手工制作，笔坊代销，用心做笔！拼多多搜印象青云ヾﾉ≧∀≦)o 小二不会画画，准备自学，看到喜欢的视频就上传一下，谢谢！,6,0,,5,知名搬运工,高级勋章,转载视频投稿通过总数>=1000,0,,,-1,-1,,1,0,1683,0,285645,1254539
3,686150641,悬赏小管家,保密,,212919,54,54,这里是最懂恰饭之道的商业活动小管家~,5,0,,0,,,,3,UP主悬赏任务官方账号,,1,1,UP主悬赏任务官方账号,1,0,10,0,212919,89353
4,492840942,云视听小电视-TV,保密,,19339097,57,57,全B站最大脸盘子，欢迎来TV端看我呀～,6,0,,0,,,,3,云视听小电视TV官方账号,,1,1,云视听小电视TV官方账号,1,1,63,0,19339097,400193
5,26389059,实力姬,男,,106738,13,13,"哇晒，漏尿都漏出爱的形状喔。
全平台：实力姬 （ig：siliji）
shiliji@foxmail.com",6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,0,,,-1,-1,,1,0,134,0,106738,585964
6,387903996,Erim-,保密,,11004,2,2,"Nice to meet you！
独立模特

围巾：HiJumps",3,0,,0,,,,0,,,-1,-1,,0,0,7,0,11004,7437
7,373209261,红糖小饵块,男,,6125,20,20,為什麼堅持，想一想當初。,5,0,,0,,,,0,,,-1,-1,,0,0,45,0,6125,8210
8,699492406,梁永安,男,,1194943,10,10,热爱大地。 工作请联系：kittenhuan（添加请注明来意）,6,0,,3,白银殿堂,高级勋章,单个自制视频总播放数>=10万,2,复旦大学中文系教授,,0,0,复旦大学中文系教授,0,0,172,0,1194943,1799125
9,384200660,一颗半桃酱,女,,125644,26,26,✨ 澳洲生活｜vloger｜商务助理：s411109mm,6,0,,4,青铜殿堂,普通勋章,单个自制视频总播放数>=1万,0,,,-1,-1,,1,0,284,0,125644,982251
10,179806277,你好竹子V,保密,,470890,75,75,固定更新：《生活是狗娘》,6,0,,0,,,,1,bilibili 知名Vlog UP主,,0,0,bilibili 知名Vlog UP主,2,1,248,0,470890,1420190
11,52374669,Jy小语,女,,480217,27,27,"不是一个职业vlogger 只是为了自己而记录&分享生活:p
请不要在他人的页面里提及我 十分感谢！",6,0,,0,,,,0,,,-1,-1,,2,1,67,0,480217,848597
12,473222648,超绝可爱激大励,保密,,1598951,1,1,创作激励计划官方帐号,3,0,,0,,,,3,创作激励计划官方账号,,1,1,创作激励计划官方账号,0,0,1,0,1598951,28016
13,322904084,不如与其说,女,,12051,556,556,北大硕士 英法双语教师 分享英语和法语的经典书籍/播客/歌曲,5,0,,0,,,,0,,,-1,-1,,1,1,163,0,12051,23887
14,505346490,Damien带猫,男,,6,7,7,一个法国导演/CG artist based在上海,2,0,,0,,,,0,,,-1,-1,,1,1,4,0,6,11
15,1070837080,刘涛teacherliu,男,,459612,24,24,商务备注（Z1469967683）,6,0,,0,,,,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,0,0,208,0,459612,6522901
16,3493127125993647,BonjourVal,男,,2856,3,3,Bonjour_Val ,2,0,,0,,,,0,,,-1,-1,,0,0,29,0,2856,4201
17,29286533,小罗的魔力法语百宝箱,女,,9846,75,75,十年英法高翻 联合国/BBC/卢浮宫/法国高等教育署翻译《创4》首席英语同传 英法翻译业务 wxAnn902037,5,1758,至尊戒,6,高级搬运工,高级勋章,转载视频投稿通过总数>=100,0,,,-1,-1,,2,1,195,0,9846,11399
18,10401388,法语劳斯_肆玖9,女,,4481,126,126,巴黎索邦大学硕士，法语老师，法语交流&课程咨询&留学文书欢迎戳戳我～,5,0,,0,,,,0,,,-1,-1,,1,1,83,0,4481,7699
19,1157440913,古乐言,保密,,8606,5,5,每周更新 Incroyable mais vrai 和 Pâtisserie系列，轻松学法语,3,0,,0,,,,0,,,-1,-1,,0,0,43,0,8606,13709
20,287016069,姚姚雨雨馨馨,女,,27,13,13,,2,0,,0,,,,0,,,-1,-1,,1,0,2,0,27,48
21,320840078,官方认证小助手,保密,,188187,10,10,官方认证专业服务，认准正版绝不迷路！,4,0,,0,,,,3,认证服务官方账号,,1,1,认证服务官方账号,0,0,0,0,188187,4596
22,495535252,UP主招财喵,保密,,531305,12,12,为UP主提供优质商业信息服务，让内容创造收获更大价值！,5,0,,0,,,,3,UP主商业服务官方账号,,1,1,UP主商业服务官方账号,0,0,14,0,531305,58788
23,1453409239,UP主发电机,保密,,137045,0,0,每周为大家推荐优质专属视频与满电UP主，不定期掉落福利哦！能量满满，充电无限，快来充电支持你喜欢的UP主吧！,2,0,,0,,,,3,哔哩哔哩充电官方账号,,1,1,哔哩哔哩充电官方账号,0,0,0,0,137045,1675
24,35757827,TASK果冻,男,,518462,533,533,RON开黑游戏群951463544 arma：791287147劝君莫忘英雄血，一寸山河百战功,6,196,斗破苍穹,0,,,,1,bilibili 知名游戏UP主,,0,0,bilibili 知名游戏UP主,2,1,150,0,518462,2150634
25,258507722,蜗牛记vanlife房车日记,男,,21471,71,71,蜗牛记van life 5板块【改装知识 旅拍分享 省钱技巧 产品推荐 摄影教程】,5,0,,0,,,,0,,,-1,-1,,1,0,181,0,21471,23221
26,1976532950,直言trigger,男,,364775,675,675,天道酬勤，不酬空想。合作微信 bryantrigger（请备注来意）,6,32428,RNG战队,60,有爱萌新,普通勋章,当前持有粉丝勋章最高等级>=5级,7,优质游戏鉴赏家,,0,0,优质游戏鉴赏家,2,1,173,0,364775,2876302
27,628647469,tekkenman铁拳男,保密,,88040,100,100,每个玩家都是平等和值得尊重的！油管：tekkenman铁拳男  ,6,0,,3,白银殿堂,高级勋章,单个自制视频总播放数>=10万,0,,,-1,-1,,0,0,415,0,88040,545033
28,2033488359,高瞰Freebird,男,,30039,0,0,《去月球》，《寻找天堂》，《影子工厂》作者,5,0,,0,,,,0,,,-1,-1,,0,0,7,0,30039,54675
29,13703031,尾巴尾巴啊,男,,168353,270,270,临渊羡鱼，退而使劲儿结网。（目标20万关注；成为全游戏UP，不局限单一游戏。）,6,0,,0,,,,1,bilibili 知名游戏UP主、优质游戏鉴赏家,,0,0,bilibili 知名游戏UP主、优质游戏鉴赏家,2,1,168,0,168353,2196921
30,7601439,波子Booz,男,,90227,681,681,摄影师/产品经理，喜欢分享摄影、数码使用体验和技巧。主力机：松下、索尼、小米、OPPO等。合作vx：juniorbooz,6,0,,58,收集达人,普通勋章,同时拥有粉丝勋章>=15个,7,VLOG领域优质UP主,,0,0,VLOG领域优质UP主,2,1,209,0,90227,167231
31,166788439,今天没有故事,男,,165664,743,743,"真诚的故事永不过时

非虚构视频创作者，用镜头记录不可复制的讲述瞬间

商务合作：maguabd01",6,0,,0,,,,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,2,1,44,0,165664,1254135
32,212345699,星辰趣味屋,男,,666030,102,102,"感谢喜欢
合作V：a2927032331（up）earthmart（商务）",6,196,斗破苍穹,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,2,1,160,0,666030,5231313
33,107130503,XCin_,男,,987819,469,469,球鞋测评自媒体，公众号XCin  新浪微博@XCin_  其他合作联系：XCin666@163.com,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名运动UP主,,0,0,bilibili 知名运动UP主,2,1,848,0,987819,6824526
34,4401694,林亦LYi,男,,741881,259,259,做一点微小的科技工作。微博、知乎：林亦LYi，邮箱：LyTech@outlook.com,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,2,1,133,0,741881,2644247
35,142874489,墨泷劳菲森,女,,633,2613,2613,我是墨泷，很高兴能在小破站遇见你！！！0v0 是一个喜欢打瓦的铸币QAQ感谢大家的喜欢啦～,6,2630,三周年恋曲,60,有爱萌新,普通勋章,当前持有粉丝勋章最高等级>=5级,0,,,-1,-1,,2,1,38,0,633,5586
36,1889545341,GEM鄧紫棋,女,,1070968,3,3,启示之门，再度开启。,6,0,,0,,,,2,歌手邓紫棋,,0,0,歌手邓紫棋,2,1,52,0,1070968,2477152
37,46508980,俊鸿,男,,571041,22,22,"球场抽象派行为艺术家
商务合作jooohonglam（注明来意）
合作走花火平台",6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名搞笑UP主,,0,0,bilibili 知名搞笑UP主,1,0,220,0,571041,13746170
38,361900425,爱玩的大羊,男,,8998,20,20,欢迎萌新入坑萌新玩家交流企鹅群：556767437,5,0,,4,青铜殿堂,普通勋章,单个自制视频总播放数>=1万,0,,,-1,-1,,1,0,227,0,8998,39671
39,378067652,Gandy__,男,,692578,64,64,"健身博主
干货不怕没人看
线上指导：GanXuanNing",6,0,,9,出道偶像,高级勋章,所有自制视频总播放数>=50万,1,bilibili 知名运动UP主,,0,0,bilibili 知名运动UP主,2,1,215,0,692578,3646667
40,26398586,寒咲Sakiko,保密,,53940,770,770,品牌方合作+微信: w1176537168/QQ 2321833492 ,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,0,,,-1,-1,,2,1,495,0,53940,353696
41,1871365234,大问题Dialectic,保密,,384584,12,12,请投出你的一票，并发表你的看法！  （内容合作、恰饭等事宜：bigquestions@126.com）,6,0,,0,,,,7,知识领域优质UP主,,0,0,知识领域优质UP主,0,0,46,0,384584,799568
42,321173469,哔哩哔哩大会员,男,,29824380,23,23,朋友，大会员了解一下～,6,0,,88,十年大会员,稀有勋章,累计开通大会员总时长>=10年即可获得,3,哔哩哔哩大会员官方账号,,1,1,哔哩哔哩大会员官方账号,2,1,40,0,29824380,8217258
43,437744340,CSGO久菜合子,女,,1040990,2280,2280," 不接开箱网站,其他合作邮箱：shouxinhezuo@outlook.com 粉丝二创请先私信我",6,0,,3,白银殿堂,高级勋章,单个自制视频总播放数>=10万,7,bilibili 2022百大UP主、直播高能主播,,0,0,bilibili 2022百大UP主、直播高能主播,2,1,158,0,1040990,6563715
44,3461576713570746,百面千相,保密,,501385,0,0,《百面千相》官方账号,6,0,,0,,,,3,百面千相官方账号,,1,1,百面千相官方账号,1,0,2,0,501385,366227
45,363347357,竹丶竹子,男,,73,652,652,为伊揽星辰，为君天下舞,6,2276,hanser,57,收集萌新,普通勋章,同时拥有粉丝勋章>=5个,0,,,-1,-1,,1,1,34,0,73,6634
46,11417094,杰丶-,男,,50066,286,286,"你好
",6,1990,明日方舟,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,7,bilibili直播高能主播,,0,0,bilibili直播高能主播,2,1,669,0,50066,371739
47,331989468,CapcomAsia,保密,,404885,4,4,啊，右下角的小闪电真好看,6,0,,0,,,,3,日本遊戲開發商CAPCOM亞洲公司,,1,1,日本遊戲開發商CAPCOM亞洲公司,0,0,405,0,404885,1670326
48,692988,小软iris,女,,225128,573,573,"永远热泪盈眶，永远在路上。
视频都是自己剪的所以更新会慢点哈
全网同名～
",6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,2,1,112,0,225128,1028776
49,910705,泌外吴姑娘,女,,495640,87,87,公立三甲医院泌尿外科主治医师，美国国家体能协会注册(NSCA-CPT)，夫妻档，合作请联系VX：miss_catmint,6,0,,0,,,,1,bilibili 知名科普UP主,,0,0,bilibili 知名科普UP主,2,1,140,0,495640,1794214
50,2017611,利利那TD25,保密,,797502,455,455,做点自己感兴趣的东西，水群：511081349。商务请加torres-zhb或私信合作内容,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 2022百大UP主、知名动漫UP主,,0,0,bilibili 2022百大UP主、知名动漫UP主,2,1,368,0,797502,11637144
51,4571768,Coooooowboy,男,,2343,858,858,"配音爱好者,合作或商配请私信
QQ:714536990 WX:Cowboy6DD",6,1175,少前小剧场,62,有爱大佬,普通勋章,当前持有粉丝勋章最高等级>=15级,0,,,-1,-1,,2,1,26,0,2343,2199
52,540564177,Jason-老湿,男,,2019355,140,140,跟老师学唱歌加微信:2225601527 用最沙雕的方式  做最系统的教学  小号@杰森小龟,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名音乐UP主,,0,0,bilibili 知名音乐UP主,2,1,305,0,2019355,10393251
53,352091301,陶喆的音乐产房,保密,,388459,0,0,DT in The Studio！,6,0,,0,,,,2,音乐人陶喆官方账号,,0,0,音乐人陶喆官方账号,1,0,76,0,388459,1188781
54,383724059,美国游戏玩家大斯,保密,,128868,36,36,任天堂铁粉，超爱主机游戏！直播：每周一 三 五 晚上7点-9点 周末随机,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名游戏UP主,,0,0,bilibili 知名游戏UP主,1,1,1698,0,128868,650282
55,35348734,炉石传说囚徒,男,,187867,143,143,微博：IG囚徒 直播间：huya830905 每晚6点,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili知名Vlog UP主,,0,0,bilibili知名Vlog UP主,2,1,2023,0,187867,972166
56,2789543,村头卡师傅,男,,108885,423,423,就是喜欢打丧尸        商务合作微信:STN_7349,6,0,,0,,,,0,,,-1,-1,,2,1,61,0,108885,471507
57,667277633,虾哥方程式,男,,197496,61,61,北极虾潘湧湧 F1及全赛车领域主持人•汽车产业领域评论员，作家 前世界汽车拉力锦标赛(WRC)车队总经理 ,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名汽车UP主,,0,0,bilibili 知名汽车UP主,2,1,503,0,197496,1368678
58,472753524,银河小黄哥,男,,603205,60,60,Skip the small talk and romance。合作VX：lgwh1188（菠菜勿扰）,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名游戏UP主,,0,0,bilibili 知名游戏UP主,2,1,275,0,603205,9995719
59,12212413,Max-Verstappen,保密,,160122,53,53, Max-Verstappen Fans | Keep Pushing the limits,6,0,,74,大会员2018年度勋章,稀有勋章,2018.6.26-7.8某一天是年度大会员,0,,,-1,-1,,1,0,758,0,160122,1093138
60,1450209756,演一波,女,,2856,1,1,,3,0,,0,,,,0,,,-1,-1,,0,0,1,0,2856,4928
61,514132752,发车TV,保密,,99722,14,14,每周三/周五更新（赛季除外） 想留下一些中文 F1 内容的印记,6,0,,3,白银殿堂,高级勋章,单个自制视频总播放数>=10万,0,,,-1,-1,,2,1,217,0,99722,838329
62,66391032,帅soserious,男,,3890957,93,93,#健身路上有我陪伴❤️ 微博:帅soserious,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 2022百大UP主、知名运动UP主,,0,0,bilibili 2022百大UP主、知名运动UP主,2,1,151,0,3890957,9592652
63,130973356,狼哈克,男,,81975,374,374,"微博@狼哈克，商务合作QQ/微信158612736
粉丝群:676949323欢迎关注，以后会带来更多高质量视频，欢迎私信！",6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,0,,,-1,-1,,1,0,43,0,81975,952255
64,23467029,六木乔,保密,,142194,1013,1013,不定期发些绘画过程。（漫画连载在哔哩哔哩漫画）,6,0,,0,,,,7,漫画家,,0,0,漫画家,2,1,22,0,142194,468732
65,158119101,远古黑金,男,,1273853,400,400,阿巴阿巴,6,0,,4,青铜殿堂,普通勋章,单个自制视频总播放数>=1万,1,bilibili 2021百大UP主、知名UP主,,0,0,bilibili 2021百大UP主、知名UP主,2,1,90,0,1273853,8068009
66,385474,彼望黑,男,,1019059,103,103,解读游戏文化，解读游戏怪物，桌游设计师,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名游戏UP主,,0,0,bilibili 知名游戏UP主,2,1,468,0,1019059,6868785
67,35929876,影像极客-陆鑫东,男,,77716,167,167,"做摄影界的极客，极客界的摄影师，入微信群或商务合作请加微信：alan_lu
?店:fotorgear",6,0,,0,,,,0,,,-1,-1,,2,1,93,0,77716,267762
68,471782541,阿氢HYDROGEN,男,,204501,546,546,游戏、英语、健身、整活儿 商务微信：torres-zhb,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名游戏UP主,,0,0,bilibili 知名游戏UP主,2,1,190,0,204501,2142799
69,36221535,指尖和鸣Y,男,,56025,38,38,喜欢音乐，热爱ACG。,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,7,音乐人指尖和鸣Y,,0,0,音乐人指尖和鸣Y,2,1,206,0,56025,252430
70,495695169,锤子game,男,,857718,1578,1578,是大腿工作室视频作者 游戏 生活 搞笑 沙雕 up主，不定时更新真人沙雕游戏系列，耶！商务合作请v：yueguo2023,6,0,,0,,,,1,bilibili 知名游戏UP主,,0,0,bilibili 知名游戏UP主,2,1,250,0,857718,19530223
71,103701980,鸭皮_,男,,253221,420,420,决斗幽影第一人 欧派掌门人 段位可能神话  老六专业户 合作V：YAPI2222,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名游戏UP主、直播高能主播,,0,0,bilibili 知名游戏UP主、直播高能主播,2,1,1557,0,253221,3570562
72,11584726,睡不着的昕某人,男,,420353,249,249,微Ber：睡不着的昕某人，1147698751欢迎来群催更，商务请加Vx：Gonex2020,6,0,,0,,,,1,bilibili 知名游戏UP主,,0,0,bilibili 知名游戏UP主,2,1,143,0,420353,2690248
73,2755363,熊人族嗷非秀,男,,138224,973,973,不为所动，做更专业的自己。,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名游戏UP主,,0,0,bilibili 知名游戏UP主,2,1,753,0,138224,3383640
74,447317111,Meetfood觅食,男,,3272717,152,152,海外美食测评，美食的背后是文化和故事     商务合作请联系vx：Ninomiya_T（添加注明品牌）,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名美食UP主,,0,0,bilibili 知名美食UP主,2,1,276,0,3272717,36673183
75,163637592,老师好我叫何同学,男,,11230740,274,274,喜欢做贼有意思的视频 工作联系：xhaxx1123@163.com,6,0,,0,,,,1,bilibili 2021百大UP主、2020年度最佳作品奖UP主,,0,0,bilibili 2021百大UP主、2020年度最佳作品奖UP主,2,1,52,0,11230740,45095283
76,474447695,虽然但是张黑黑,男,,167536,516,516,专注消费电子产品领域的深度硬核UP主，关注我，带你看你没看过的世界！,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名科技UP主,,0,0,bilibili 知名科技UP主,2,1,81,0,167536,585968
77,399454895,演播室外有一堆屎蛋,男,,83359,59,59,更新一点我自己的生活,6,0,,0,,,,0,,,-1,-1,,2,1,19,0,83359,314774
78,290548469,冲浪普拉斯,保密,,1619165,474,474,Youtube：冲浪普拉斯,6,0,,0,,,,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,1,0,184,0,1619165,5199814
79,3816626,Linksphotograph,男,,1827696,218,218,探索世界~              工作邮箱：linksphotograph@gmail.com,6,0,,3,白银殿堂,高级勋章,单个自制视频总播放数>=10万,1,bilibili 知名出行UP主,,0,0,bilibili 知名出行UP主,2,1,299,0,1827696,4578526
80,351739137,林海音Haiyin,女,,571305,160,160,"苹果IPPA全球摄影大赛单项第一，华为新影像大赛全球最高奖获得者。
我的线上人像摄影课在公众号@林海音 ",6,252,春原庄的管理人小姐,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,2,林海音Haiyin官方账号，摄像类视频自媒体,,0,0,林海音Haiyin官方账号，摄像类视频自媒体,2,1,177,0,571305,964901
81,137952,依然小智,男,,772343,122,122,商务合作vx：401145431 ,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名UP主、直播高能主播,,0,0,bilibili 知名UP主、直播高能主播,2,1,196,0,772343,3252926
82,435203110,村长托马斯,男,,326163,93,93,赛车|足球|体育|经济，哥伦比亚大学经济/东亚/相声系毕业，联系/合作/进观众群wx：thomaseaa(注明来意) ,6,0,,0,,,,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,2,1,182,0,326163,1922272
83,24142770,Racer_LKL,保密,,20073,108,108,亚洲保时捷卡雷拉杯冠军/赛道圈速榜官方车手/澳门GT杯季军/中国超级跑车锦标赛冠军/亚洲雷诺方程式冠军,6,0,,10,见习偶像,普通勋章,所有自制视频总播放数>=10万,0,,,-1,-1,,2,1,153,0,20073,77159
84,52250,视角姬,男,,2886043,252,252,商务合作请加微信：himekami12（添加请备注）,6,0,,40,老司机,高级勋章,直播主播等级>=20级,1,bilibili 知名UP主、直播高能主播,硬核VR玩家/手游玩家,0,0,bilibili 知名UP主、直播高能主播,2,1,350,0,2886043,23091361
